attendance,away_score,away_team,date,home_score,home_team,margin,round,season,umpires,url,venue
40582,110,Collingwood,"Fri, 28-Aug-2015 7:50 PM",62,Geelong,-48,22,2015,"Mathew Nicholls (251), Scott Jeffery (281), Jacob Mollison (145)",http://afltables.com/afl/stats/games/2015/040920150828.html,M.C.G.
9538,51,Carlton,"Sat, 29-Aug-2015 1:45 PM",132,Greater Western Sydney,81,22,2015,"Nick Foot (59), Leigh Fisher (53), Sam Hay (114), Brent Wallace (10)",http://afltables.com/afl/stats/games/2015/032120150829.html,Sydney Showground
11731,62,Brisbane Lions,"Sat, 29-Aug-2015 2:10 PM",134,Hawthorn,72,22,2015,"Chris Kamolins (165), David Harris (52), Troy Pannell (170)",http://afltables.com/afl/stats/games/2015/101920150829.html,York Park
37299,96,Western Bulldogs,"Sat, 29-Aug-2015 4:35 PM",73,North Melbourne,-23,22,2015,"Jeff Dalgleish (115), Brett Rosebury (327), Rob Findlay (139)",http://afltables.com/afl/stats/games/2015/071220150829.html,Docklands
37864,74,Richmond,"Sat, 29-Aug-2015 7:20 PM",47,Essendon,-27,22,2015,"Brendan Hosking (62), Justin Schmitt (301), Ben Ryan (85)",http://afltables.com/afl/stats/games/2015/051420150829.html,M.C.G.
9343,88,Port Adelaide,"Sat, 29-Aug-2015 7:20 PM",51,Gold Coast,-37,22,2015,"Rob OGorman (28), Curtis Deboy (16), Heath Ryan (115), Jason Armstrong (125)",http://afltables.com/afl/stats/games/2015/132020150829.html,Carrara
52460,69,West Coast,"Sun, 30-Aug-2015 12:40 PM (1:10 PM)",126,Adelaide,57,22,2015,"Matt Stevic (274), Ray Chamberlain (220), Simon Meredith (257)",http://afltables.com/afl/stats/games/2015/011820150830.html,Adelaide Oval
27856,135,Sydney,"Sun, 30-Aug-2015 3:20 PM",38,St Kilda,-97,22,2015,"Jordan Bannister (72), Andrew Stephens (29), Shaun Ryan (234)",http://afltables.com/afl/stats/games/2015/151620150830.html,Docklands
33529,54,Melbourne,"Sun, 30-Aug-2015 2:40 PM (4:40 PM)",108,Fremantle,54,22,2015,"Luke Farmer (160), Dean Margetts (260), Nick Brown (7)",http://afltables.com/afl/stats/games/2015/081120150830.html,Subiaco
40461,67,North Melbourne,"Fri, 4-Sep-2015 7:50 PM",108,Richmond,41,23,2015,"Dean Margetts (261), Matt Stevic (275), Simon Meredith (258)",http://afltables.com/afl/stats/games/2015/121420150904.html,Docklands
26128,80,Adelaide,"Sat, 5-Sep-2015 1:05 PM",119,Geelong,39,23,2015,"Brett Rosebury (328), Rob Findlay (140), Shane McInerney (419)",http://afltables.com/afl/stats/games/2015/010920150905.html,Kardinia Park
15434,122,Western Bulldogs,"Sat, 5-Sep-2015 1:45 PM",130,Brisbane Lions,8,23,2015,"Jordan Bannister (73), Justin Schmitt (302), Jacob Mollison (146)",http://afltables.com/afl/stats/games/2015/071920150905.html,Gabba
37922,53,Fremantle,"Sat, 5-Sep-2015 3:20 PM (3:50 PM)",122,Port Adelaide,69,23,2015,"Luke Farmer (161), Brendan Hosking (63), Troy Pannell (171)",http://afltables.com/afl/stats/games/2015/081320150905.html,Adelaide Oval
33182,56,Carlton,"Sat, 5-Sep-2015 4:40 PM",113,Hawthorn,57,23,2015,"Andrew Stephens (30), Mathew Nicholls (252), Ray Chamberlain (221)",http://afltables.com/afl/stats/games/2015/031020150905.html,M.C.G.
25424,64,Gold Coast,"Sat, 5-Sep-2015 7:25 PM",127,Sydney,63,23,2015,"Nick Brown (8), Shaun Ryan (235), Scott Jeffery (282)",http://afltables.com/afl/stats/games/2015/162020150905.html,S.C.G.
36165,30,St Kilda,"Sat, 5-Sep-2015 5:40 PM (7:40 PM)",125,West Coast,95,23,2015,"Jeff Dalgleish (116), Chris Kamolins (166), Ben Ryan (86)",http://afltables.com/afl/stats/games/2015/151820150905.html,Subiaco
8974,77,Greater Western Sydney,"Sun, 6-Sep-2015 1:10 PM",103,Melbourne,26,23,2015,"Nick Foot (60), Leigh Fisher (54), Sam Hay (115), Brent Wallace (11)",http://afltables.com/afl/stats/games/2015/112120150906.html,Docklands
40270,95,Essendon,"Sun, 6-Sep-2015 3:20 PM",92,Collingwood,-3,23,2015,"Rob OGorman (29), Curtis Deboy (17), Heath Ryan (116), Jason Armstrong (126)",http://afltables.com/afl/stats/games/2015/040520150906.html,M.C.G.
42663,64,Hawthorn,"Fri, 11-Sep-2015 6:20 PM (8:20 PM)",96,West Coast,32,Qualifying Final,2015,"Jeff Dalgleish (117), Matt Stevic (276), Simon Meredith (259)",http://afltables.com/afl/stats/games/2015/101820150911.html,Subiaco
40071,60,Sydney,"Sat, 12-Sep-2015 1:20 PM (3:20 PM)",69,Fremantle,9,Qualifying Final,2015,"Ray Chamberlain (222), Dean Margetts (262), Rob Findlay (141)",http://afltables.com/afl/stats/games/2015/081620150912.html,Subiaco
60872,102,Western Bulldogs,"Sat, 12-Sep-2015 7:20 PM",109,Adelaide,7,Elimination Final,2015,"Mathew Nicholls (253), Brendan Hosking (64), Justin Schmitt (303)",http://afltables.com/afl/stats/games/2015/010720150912.html,M.C.G.
90186,88,Richmond,"Sun, 13-Sep-2015 3:20 PM",105,North Melbourne,17,Elimination Final,2015,"Brett Rosebury (329), Scott Jeffery (283), Shane McInerney (420)",http://afltables.com/afl/stats/games/2015/121420150913.html,M.C.G.
70879,61,Adelaide,"Fri, 18-Sep-2015 7:50 PM",135,Hawthorn,74,Semi Final,2015,"Brett Rosebury (330), Ray Chamberlain (223), Scott Jeffery (284)",http://afltables.com/afl/stats/games/2015/011020150918.html,M.C.G.
31162,51,Sydney,"Sat, 19-Sep-2015 7:20 PM",77,North Melbourne,26,Semi Final,2015,"Dean Margetts (263), Jeff Dalgleish (118), Matt Stevic (277)",http://afltables.com/afl/stats/games/2015/121620150919.html,Stadium Australia
41508,67,Fremantle,"Fri, 25-Sep-2015 6:20 PM (8:20 PM)",94,Hawthorn,27,Preliminary Final,2015,"Jeff Dalgleish (119), Matt Stevic (278), Brett Rosebury (331)",http://afltables.com/afl/stats/games/2015/081020150925.html,Subiaco
43080,55,North Melbourne,"Sat, 26-Sep-2015 5:45 PM (7:45 PM)",80,West Coast,25,Preliminary Final,2015,"Ray Chamberlain (224), Dean Margetts (264), Simon Meredith (260)",http://afltables.com/afl/stats/games/2015/121820150926.html,Subiaco
98632,61,West Coast,"Sat, 3-Oct-2015 2:30 PM",107,Hawthorn,46,Grand Final,2015,"Jeff Dalgleish (120), Brett Rosebury (332), Matt Stevic (279)",http://afltables.com/afl/stats/games/2015/101820151003.html,M.C.G.
75706,83,Carlton,"Thu, 24-Mar-2016 7:20 PM (6:20 PM)",92,Richmond,9,1,2016,"Matt Stevic (280), Craig Fleer (38), Andrew Mitchell (70)",http://afltables.com/afl/stats/games/2016/031420160324.html,M.C.G.
28505,78,Greater Western Sydney,"Sat, 26-Mar-2016 1:40 PM (12:40 PM)",80,Melbourne,2,1,2016,"Chris Donlon (220), Ray Chamberlain (225), Brent Wallace (12)",http://afltables.com/afl/stats/games/2016/112120160326.html,M.C.G.
16239,60,Essendon,"Sat, 26-Mar-2016 3:35 PM",121,Gold Coast,61,1,2016,"Brendan Hosking (65), Sam Hay (116), Shane McInerney (421)",http://afltables.com/afl/stats/games/2016/052020160326.html,Carrara
25485,97,Adelaide,"Sat, 26-Mar-2016 7:25 PM (6:25 PM)",107,North Melbourne,10,1,2016,"Nick Foot (61), Luke Farmer (162), Brett Rosebury (333)",http://afltables.com/afl/stats/games/2016/011220160326.html,Docklands
33857,53,Collingwood,"Sat, 26-Mar-2016 7:25 PM (6:25 PM)",133,Sydney,80,1,2016,"Jordan Bannister (74), Jeff Dalgleish (121), Justin Schmitt (304)",http://afltables.com/afl/stats/games/2016/041620160326.html,S.C.G.
27832,38,Fremantle,"Sun, 27-Mar-2016 1:10 PM (12:10 PM)",103,Western Bulldogs,65,1,2016,"Rob OGorman (30), Simon Meredith (261), Shaun Ryan (236)",http://afltables.com/afl/stats/games/2016/070820160327.html,Docklands
42896,100,St Kilda,"Sun, 27-Mar-2016 2:50 PM (2:20 PM)",133,Port Adelaide,33,1,2016,"Curtis Deboy (18), Mathew Nicholls (254), Chris Kamolins (167)",http://afltables.com/afl/stats/games/2016/131520160327.html,Adelaide Oval
35201,102,Brisbane Lions,"Sun, 27-Mar-2016 4:40 PM (6:40 PM)",166,West Coast,64,1,2016,"Leigh Fisher (55), Andrew Stephens (31), Troy Pannell (172)",http://afltables.com/afl/stats/games/2016/181920160327.html,Subiaco
74218,86,Hawthorn,"Mon, 28-Mar-2016 3:20 PM (2:20 PM)",116,Geelong,30,1,2016,"Rob Findlay (142), Scott Jeffery (285), Jacob Mollison (147)",http://afltables.com/afl/stats/games/2016/091020160328.html,M.C.G.
72761,86,Richmond,"Fri, 1-Apr-2016 7:50 PM (6:50 PM)",87,Collingwood,1,2,2016,"Nick Foot (62), Luke Farmer (163), Brett Rosebury (334)",http://afltables.com/afl/stats/games/2016/041420160401.html,M.C.G.
50555,86,Port Adelaide,"Sat, 2-Apr-2016 1:15 PM (12:45 PM)",144,Adelaide,58,2,2016,"Chris Donlon (221), Ray Chamberlain (226), Brent Wallace (13)",http://afltables.com/afl/stats/games/2016/011320160402.html,Adelaide Oval
50424,67,Melbourne,"Sat, 2-Apr-2016 2:10 PM (1:10 PM)",80,Essendon,13,2,2016,"Leigh Fisher (56), Andrew Stephens (32), Troy Pannell (173)",http://afltables.com/afl/stats/games/2016/051120160402.html,M.C.G.
18021,117,North Melbourne,"Sat, 2-Apr-2016 3:35 PM",83,Brisbane Lions,-34,2,2016,"Curtis Deboy (19), Mathew Nicholls (255), Chris Kamolins (168)",http://afltables.com/afl/stats/games/2016/121920160402.html,Gabba
37353,93,Western Bulldogs,"Sat, 2-Apr-2016 7:25 PM (6:25 PM)",36,St Kilda,-57,2,2016,"Brendan Hosking (66), Sam Hay (117), Shane McInerney (422)",http://afltables.com/afl/stats/games/2016/071520160402.html,Docklands
34208,126,Gold Coast,"Sat, 2-Apr-2016 4:40 PM (6:40 PM)",100,Fremantle,-26,2,2016,"Jordan Bannister (75), Jeff Dalgleish (122), Justin Schmitt (305)",http://afltables.com/afl/stats/games/2016/082020160402.html,Subiaco
13656,76,Geelong,"Sun, 3-Apr-2016 1:10 PM",89,Greater Western Sydney,13,2,2016,"Matt Stevic (281), Craig Fleer (39), Andrew Mitchell (71)",http://afltables.com/afl/stats/games/2016/092120160403.html,Manuka Oval
42977,53,West Coast,"Sun, 3-Apr-2016 3:20 PM",99,Hawthorn,46,2,2016,"Rob OGorman (31), Simon Meredith (262), Shaun Ryan (237)",http://afltables.com/afl/stats/games/2016/101820160403.html,M.C.G.
33146,131,Sydney,"Sun, 3-Apr-2016 4:40 PM",71,Carlton,-60,2,2016,"Rob Findlay (143), Scott Jeffery (286), Jacob Mollison (148)",http://afltables.com/afl/stats/games/2016/031620160403.html,Docklands
43663,51,Essendon,"Fri, 8-Apr-2016 7:20 PM (7:50 PM)",112,Port Adelaide,61,3,2016,"Leigh Fisher (57), Andrew Stephens (33), Troy Pannell (174)",http://afltables.com/afl/stats/games/2016/051320160408.html,Adelaide Oval
50903,90,Collingwood,"Sat, 9-Apr-2016 1:45 PM",119,St Kilda,29,3,2016,"Brendan Hosking (67), Sam Hay (118), Shane McInerney (423)",http://afltables.com/afl/stats/games/2016/041520160409.html,M.C.G.
29951,128,Adelaide,"Sat, 9-Apr-2016 2:10 PM",92,Richmond,-36,3,2016,"Jordan Bannister (76), Jeff Dalgleish (123), Justin Schmitt (306)",http://afltables.com/afl/stats/games/2016/011420160409.html,Docklands
37045,68,Greater Western Sydney,"Sat, 9-Apr-2016 4:35 PM",93,Sydney,25,3,2016,"Rob OGorman (32), Simon Meredith (263), Shaun Ryan (238)",http://afltables.com/afl/stats/games/2016/162120160409.html,S.C.G.
13885,41,Carlton,"Sat, 9-Apr-2016 7:25 PM",95,Gold Coast,54,3,2016,"Matt Stevic (282), Craig Fleer (40), Andrew Mitchell (72)",http://afltables.com/afl/stats/games/2016/032020160409.html,Carrara
40555,59,Fremantle,"Sat, 9-Apr-2016 5:40 PM (7:40 PM)",92,West Coast,33,3,2016,"Nick Foot (63), Luke Farmer (164), Brett Rosebury (335)",http://afltables.com/afl/stats/games/2016/081820160409.html,Subiaco
12607,131,Melbourne,"Sun, 10-Apr-2016 1:10 PM",136,North Melbourne,5,3,2016,"Mathew Nicholls (256), Chris Kamolins (169), Ben Ryan (87)",http://afltables.com/afl/stats/games/2016/111220160410.html,Bellerive Oval
46808,93,Hawthorn,"Sun, 10-Apr-2016 3:20 PM",90,Western Bulldogs,-3,3,2016,"Chris Donlon (222), Ray Chamberlain (227), Brent Wallace (14)",http://afltables.com/afl/stats/games/2016/071020160410.html,Docklands
23320,56,Brisbane Lions,"Sun, 10-Apr-2016 4:40 PM",125,Geelong,69,3,2016,"Rob Findlay (144), Scott Jeffery (287), Jacob Mollison (149)",http://afltables.com/afl/stats/games/2016/091920160410.html,Kardinia Park
38860,57,Richmond,"Fri, 15-Apr-2016 6:10 PM (8:10 PM)",125,West Coast,68,4,2016,"Matt Stevic (283), Brendan Hosking (68), Craig Fleer (41)",http://afltables.com/afl/stats/games/2016/141820160415.html,Subiaco
42723,72,Geelong,"Sat, 16-Apr-2016 1:45 PM",42,Essendon,-30,4,2016,"Sam Hay (119), Shane McInerney (424), Andrew Mitchell (73)",http://afltables.com/afl/stats/games/2016/050920160416.html,M.C.G.
17052,84,St Kilda,"Sat, 16-Apr-2016 2:10 PM",87,Hawthorn,3,4,2016,"Leigh Fisher (58), Andrew Stephens (34), Troy Pannell (175)",http://afltables.com/afl/stats/games/2016/101520160416.html,York Park
20041,94,Gold Coast,"Sat, 16-Apr-2016 4:35 PM",107,Brisbane Lions,13,4,2016,"Chris Donlon (223), Ray Chamberlain (228), Brent Wallace (15), James Waldorff (1)",http://afltables.com/afl/stats/games/2016/192020160416.html,Gabba
27622,85,Western Bulldogs,"Sat, 16-Apr-2016 7:25 PM",49,Carlton,-36,4,2016,"Mathew Nicholls (257), Chris Kamolins (170), Ben Ryan (88)",http://afltables.com/afl/stats/games/2016/030720160416.html,Docklands
50369,103,Sydney,"Sat, 16-Apr-2016 7:10 PM (7:40 PM)",113,Adelaide,10,4,2016,"Nick Foot (64), Luke Farmer (165), Brett Rosebury (336)",http://afltables.com/afl/stats/games/2016/011620160416.html,Adelaide Oval
10028,65,Port Adelaide,"Sun, 17-Apr-2016 1:10 PM",151,Greater Western Sydney,86,4,2016,"Rob Findlay (145), Scott Jeffery (288), Jacob Mollison (150)",http://afltables.com/afl/stats/games/2016/132120160417.html,Manuka Oval
47558,102,Melbourne,"Sun, 17-Apr-2016 3:20 PM",67,Collingwood,-35,4,2016,"Rob OGorman (33), Simon Meredith (264), Shaun Ryan (239)",http://afltables.com/afl/stats/games/2016/041120160417.html,M.C.G.
23393,101,Fremantle,"Sun, 17-Apr-2016 4:40 PM",132,North Melbourne,31,4,2016,"Jordan Bannister (77), Jeff Dalgleish (124), Justin Schmitt (307)",http://afltables.com/afl/stats/games/2016/081220160417.html,Docklands
45781,109,Adelaide,"Fri, 22-Apr-2016 7:50 PM",112,Hawthorn,3,5,2016,"Nick Foot (65), Mathew Nicholls (258), Shaun Ryan (240)",http://afltables.com/afl/stats/games/2016/011020160422.html,M.C.G.
35427,49,West Coast,"Sat, 23-Apr-2016 1:45 PM",88,Sydney,39,5,2016,"Chris Donlon (224), Jordan Bannister (78), Rob Findlay (146)",http://afltables.com/afl/stats/games/2016/161820160423.html,S.C.G.
13351,119,North Melbourne,"Sat, 23-Apr-2016 4:35 PM",81,Gold Coast,-38,5,2016,"Simon Meredith (265), Ben Ryan (89), Jacob Mollison (151)",http://afltables.com/afl/stats/games/2016/122020160423.html,Carrara
25097,67,Brisbane Lions,"Sat, 23-Apr-2016 7:25 PM",120,Western Bulldogs,53,5,2016,"Leigh Fisher (59), Nick Brown (9), Troy Pannell (176)",http://afltables.com/afl/stats/games/2016/071920160423.html,Docklands
43984,107,Geelong,"Sat, 23-Apr-2016 7:15 PM (7:45 PM)",59,Port Adelaide,-48,5,2016,"Jeff Dalgleish (125), Brendan Hosking (69), Chris Kamolins (171)",http://afltables.com/afl/stats/games/2016/091320160423.html,Adelaide Oval
21052,126,Greater Western Sydney,"Sun, 24-Apr-2016 1:10 PM",79,St Kilda,-47,5,2016,"David Harris (53), Craig Fleer (42), Shane McInerney (425)",http://afltables.com/afl/stats/games/2016/152120160424.html,Docklands
34796,72,Carlton,"Sun, 24-Apr-2016 2:15 PM (4:15 PM)",68,Fremantle,-4,5,2016,"Luke Farmer (166), Sam Hay (120), Brent Wallace (16)",http://afltables.com/afl/stats/games/2016/030820160424.html,Subiaco
60867,96,Richmond,"Sun, 24-Apr-2016 7:10 PM",129,Melbourne,33,5,2016,"Matt Stevic (284), Andrew Stephens (35), Ray Chamberlain (229)",http://afltables.com/afl/stats/games/2016/111420160424.html,M.C.G.
85082,73,Essendon,"Mon, 25-Apr-2016 3:20 PM",142,Collingwood,69,5,2016,"Rob OGorman (34), Justin Schmitt (308), Scott Jeffery (289)",http://afltables.com/afl/stats/games/2016/040520160425.html,M.C.G.
47622,45,Western Bulldogs,"Fri, 29-Apr-2016 7:50 PM",61,North Melbourne,16,6,2016,"Chris Donlon (225), Jordan Bannister (79), Troy Pannell (177)",http://afltables.com/afl/stats/games/2016/071220160429.html,Docklands
27260,135,St Kilda,"Sat, 30-Apr-2016 1:45 PM",96,Melbourne,-39,6,2016,"Nick Brown (10), Simon Meredith (266), Rob Findlay (147)",http://afltables.com/afl/stats/games/2016/111520160430.html,Docklands
46431,64,Fremantle,"Sat, 30-Apr-2016 1:40 PM (2:10 PM)",97,Adelaide,33,6,2016,"Luke Farmer (167), Brendan Hosking (70), Ben Ryan (90)",http://afltables.com/afl/stats/games/2016/010820160430.html,Adelaide Oval
13766,83,Hawthorn,"Sat, 30-Apr-2016 4:35 PM",158,Greater Western Sydney,75,6,2016,"Nick Foot (66), Shaun Ryan (241), Shane McInerney (426)",http://afltables.com/afl/stats/games/2016/102120160430.html,Sydney Showground
23007,48,Gold Coast,"Sat, 30-Apr-2016 7:25 PM",168,Geelong,120,6,2016,"Matt Stevic (285), Chris Kamolins (172), Sam Hay (121)",http://afltables.com/afl/stats/games/2016/092020160430.html,Kardinia Park
27077,94,Port Adelaide,"Sat, 30-Apr-2016 7:25 PM",59,Richmond,-35,6,2016,"Brett Rosebury (337), Jacob Mollison (152), Brent Wallace (17)",http://afltables.com/afl/stats/games/2016/131420160430.html,M.C.G.
14646,97,Sydney,"Sun, 1-May-2016 1:10 PM",94,Brisbane Lions,-3,6,2016,"Andrew Stephens (36), Justin Schmitt (309), David Harris (54)",http://afltables.com/afl/stats/games/2016/161920160501.html,Gabba
43827,57,Essendon,"Sun, 1-May-2016 3:20 PM",72,Carlton,15,6,2016,"Leigh Fisher (60), Mathew Nicholls (259), Ray Chamberlain (230)",http://afltables.com/afl/stats/games/2016/030520160501.html,M.C.G.
37931,62,Collingwood,"Sun, 1-May-2016 2:40 PM (4:40 PM)",124,West Coast,62,6,2016,"Jeff Dalgleish (126), Rob OGorman (35), Scott Jeffery (290)",http://afltables.com/afl/stats/games/2016/041820160501.html,Subiaco
49678,136,Hawthorn,"Fri, 6-May-2016 7:50 PM",90,Richmond,-46,7,2016,"Brett Rosebury (338), Jacob Mollison (153), Brent Wallace (18)",http://afltables.com/afl/stats/games/2016/101420160506.html,M.C.G.
60222,99,Carlton,"Sat, 7-May-2016 1:45 PM",84,Collingwood,-15,7,2016,"Luke Farmer (168), Brendan Hosking (71), Ben Ryan (91)",http://afltables.com/afl/stats/games/2016/030420160507.html,M.C.G.
25429,79,West Coast,"Sat, 7-May-2016 2:10 PM",123,Geelong,44,7,2016,"Jeff Dalgleish (127), Rob OGorman (36), Scott Jeffery (291)",http://afltables.com/afl/stats/games/2016/091820160507.html,Kardinia Park
29527,54,Essendon,"Sat, 7-May-2016 4:35 PM",135,Sydney,81,7,2016,"Mathew Nicholls (260), Jack Edwards (4), Craig Fleer (43)",http://afltables.com/afl/stats/games/2016/051620160507.html,S.C.G.
12780,160,Melbourne,"Sat, 7-May-2016 5:10 PM",87,Gold Coast,-73,7,2016,"Andrew Stephens (37), Justin Schmitt (310), David Harris (55)",http://afltables.com/afl/stats/games/2016/112020160507.html,Carrara
26984,108,Adelaide,"Sat, 7-May-2016 7:40 PM",123,Western Bulldogs,15,7,2016,"Chris Donlon (226), Jordan Bannister (80), Troy Pannell (178)",http://afltables.com/afl/stats/games/2016/010720160507.html,Docklands
28201,95,Greater Western Sydney,"Sat, 7-May-2016 6:10 PM (8:10 PM)",77,Fremantle,-18,7,2016,"Nick Brown (11), Simon Meredith (267), Rob Findlay (148)",http://afltables.com/afl/stats/games/2016/082120160507.html,Subiaco
27254,82,North Melbourne,"Sun, 8-May-2016 3:20 PM",75,St Kilda,-7,7,2016,"Matt Stevic (286), Chris Kamolins (173), Sam Hay (122)",http://afltables.com/afl/stats/games/2016/121520160508.html,Docklands
31544,59,Brisbane Lions,"Sun, 8-May-2016 4:10 PM (4:40 PM)",136,Port Adelaide,77,7,2016,"Nick Foot (67), Shaun Ryan (242), Shane McInerney (427)",http://afltables.com/afl/stats/games/2016/131920160508.html,Adelaide Oval
53141,98,Geelong,"Fri, 13-May-2016 7:20 PM (7:50 PM)",72,Adelaide,-26,8,2016,"Matt Stevic (287), Chris Kamolins (174), Simon Meredith (268)",http://afltables.com/afl/stats/games/2016/010920160513.html,Adelaide Oval
30321,74,North Melbourne,"Sat, 14-May-2016 1:45 PM",60,Essendon,-14,8,2016,"Nick Brown (12), Shaun Ryan (243), Craig Fleer (44)",http://afltables.com/afl/stats/games/2016/051220160514.html,Docklands
12012,75,Fremantle,"Sat, 14-May-2016 2:10 PM",116,Hawthorn,41,8,2016,"Jack Edwards (5), Troy Pannell (179), Jacob Mollison (154)",http://afltables.com/afl/stats/games/2016/081020160514.html,York Park
8308,58,Gold Coast,"Sat, 14-May-2016 4:35 PM",149,Greater Western Sydney,91,8,2016,"Brett Rosebury (339), Rob OGorman (37), Brendan Hosking (72)",http://afltables.com/afl/stats/games/2016/202120160514.html,Sydney Showground
24552,143,Collingwood,"Sat, 14-May-2016 7:25 PM",65,Brisbane Lions,-78,8,2016,"Nick Foot (68), Sam Hay (123), Scott Jeffery (292)",http://afltables.com/afl/stats/games/2016/041920160514.html,Gabba
36014,100,Sydney,"Sat, 14-May-2016 7:25 PM",101,Richmond,1,8,2016,"Andrew Stephens (38), Mathew Nicholls (261), David Harris (56)",http://afltables.com/afl/stats/games/2016/141620160514.html,M.C.G.
26924,91,Port Adelaide,"Sun, 15-May-2016 1:10 PM",93,Carlton,2,8,2016,"Chris Donlon (227), Jordan Bannister (81), Ray Chamberlain (231)",http://afltables.com/afl/stats/games/2016/031320160515.html,Docklands
39921,114,Western Bulldogs,"Sun, 15-May-2016 3:20 PM",82,Melbourne,-32,8,2016,"Justin Schmitt (311), Rob Findlay (149), Brent Wallace (19)",http://afltables.com/afl/stats/games/2016/071120160515.html,M.C.G.
36140,29,St Kilda,"Sun, 15-May-2016 2:40 PM (4:40 PM)",132,West Coast,103,8,2016,"Luke Farmer (169), Jeff Dalgleish (128), Ben Ryan (92)",http://afltables.com/afl/stats/games/2016/151820160515.html,Subiaco
61552,69,Sydney,"Fri, 20-May-2016 7:50 PM",55,Hawthorn,-14,9,2016,"Mathew Nicholls (262), Justin Schmitt (312), Sam Hay (124)",http://afltables.com/afl/stats/games/2016/101620160520.html,M.C.G.
59864,80,Geelong,"Sat, 21-May-2016 1:45 PM",104,Collingwood,24,9,2016,"Jeff Dalgleish (129), Ben Ryan (93), Scott Jeffery (293)",http://afltables.com/afl/stats/games/2016/040920160521.html,M.C.G.
11692,149,Adelaide,"Sat, 21-May-2016 2:10 PM",74,Gold Coast,-75,9,2016,"Jordan Bannister (82), Jack Edwards (6), Troy Pannell (180)",http://afltables.com/afl/stats/games/2016/012020160521.html,Carrara
38695,94,West Coast,"Sat, 21-May-2016 4:05 PM (4:35 PM)",86,Port Adelaide,-8,9,2016,"Brett Rosebury (340), Shane McInerney (428), Brent Wallace (20)",http://afltables.com/afl/stats/games/2016/131820160521.html,Adelaide Oval
38419,46,Carlton,"Sat, 21-May-2016 7:25 PM",113,North Melbourne,67,9,2016,"Luke Farmer (170), Shaun Ryan (244), Craig Fleer (45)",http://afltables.com/afl/stats/games/2016/031220160521.html,Docklands
20184,83,Richmond,"Sat, 21-May-2016 5:40 PM (7:40 PM)",45,Fremantle,-38,9,2016,"Chris Donlon (228), Leigh Fisher (61), Ray Chamberlain (232)",http://afltables.com/afl/stats/games/2016/081420160521.html,Subiaco
26892,68,Brisbane Lions,"Sun, 22-May-2016 1:10 PM",131,Melbourne,63,9,2016,"Curtis Deboy (20), Rob Findlay (150), David Harris (57)",http://afltables.com/afl/stats/games/2016/111920160522.html,M.C.G.
9612,73,Western Bulldogs,"Sun, 22-May-2016 3:20 PM",98,Greater Western Sydney,25,9,2016,"Matt Stevic (288), Chris Kamolins (175), Simon Meredith (269)",http://afltables.com/afl/stats/games/2016/072120160522.html,Sydney Showground
29026,63,Essendon,"Sun, 22-May-2016 4:40 PM",109,St Kilda,46,9,2016,"Rob OGorman (38), Andrew Mitchell (74), Jacob Mollison (155)",http://afltables.com/afl/stats/games/2016/051520160522.html,Docklands
38498,65,North Melbourne,"Fri, 27-May-2016 7:50 PM",91,Sydney,26,10,2016,"David Harris (58), Shaun Ryan (245), Scott Jeffery (294)",http://afltables.com/afl/stats/games/2016/121620160527.html,S.C.G.
23691,135,Hawthorn,"Sat, 28-May-2016 1:45 PM",87,Brisbane Lions,-48,10,2016,"Leigh Fisher (62), Mathew Nicholls (263), Craig Fleer (46)",http://afltables.com/afl/stats/games/2016/101920160528.html,Gabba
5146,121,Port Adelaide,"Sat, 28-May-2016 1:40 PM (2:10 PM)",76,Melbourne,-45,10,2016,"Sam Hay (125), Rob Findlay (151), Jacob Mollison (156)",http://afltables.com/afl/stats/games/2016/111320160528.html,Traeger Park
17927,67,Fremantle,"Sat, 28-May-2016 4:35 PM",101,St Kilda,34,10,2016,"Chris Donlon (229), Andrew Stephens (39), Jack Edwards (7)",http://afltables.com/afl/stats/games/2016/081520160528.html,Docklands
56948,105,Richmond,"Sat, 28-May-2016 7:25 PM",67,Essendon,-38,10,2016,"Matt Stevic (289), Chris Kamolins (176), Ben Ryan (94)",http://afltables.com/afl/stats/games/2016/051420160528.html,M.C.G.
46737,85,Greater Western Sydney,"Sat, 28-May-2016 7:10 PM (7:40 PM)",107,Adelaide,22,10,2016,"Justin Schmitt (313), Ray Chamberlain (233), Brent Wallace (21)",http://afltables.com/afl/stats/games/2016/012120160528.html,Adelaide Oval
33535,85,Geelong,"Sun, 29-May-2016 1:10 PM",104,Carlton,19,10,2016,"Nick Foot (69), Troy Pannell (181), Rob OGorman (39)",http://afltables.com/afl/stats/games/2016/030920160529.html,Docklands
45078,74,Western Bulldogs,"Sun, 29-May-2016 3:20 PM",53,Collingwood,-21,10,2016,"Brett Rosebury (341), Brendan Hosking (73), Simon Meredith (270)",http://afltables.com/afl/stats/games/2016/040720160529.html,M.C.G.
34945,55,Gold Coast,"Sun, 29-May-2016 2:40 PM (4:40 PM)",132,West Coast,77,10,2016,"Luke Farmer (171), Jordan Bannister (83), Curtis Deboy (21)",http://afltables.com/afl/stats/games/2016/182020160529.html,Subiaco
17844,54,Richmond,"Fri, 3-Jun-2016 7:50 PM",124,North Melbourne,70,11,2016,"Brendan Hosking (74), Ray Chamberlain (234), Rob Findlay (152)",http://afltables.com/afl/stats/games/2016/121420160603.html,Bellerive Oval
